1.005408593100000081e+00,9.946792447700000261e-01
1.005413454900000003e+00,9.946745396899999703e-01
1.005434309800000037e+00,9.946543584700000551e-01
1.005455284700000007e+00,9.946340637199999613e-01
1.005476473399999904e+00,9.946135646199999458e-01
1.005497768399999936e+00,9.945929653199999665e-01
1.005501706900000070e+00,9.945891558299999602e-01
1.005522204500000072e+00,9.945693308099999852e-01
1.005544034699999978e+00,9.945482196599999547e-01
1.005565510799999895e+00,9.945274536599999493e-01
1.005587572600000090e+00,9.945061240600000518e-01
1.005599995000000080e+00,9.944941152499999770e-01
1.005622254299999963e+00,9.944725991399999687e-01
1.005622235199999936e+00,9.944726176100000536e-01
1.005644749300000029e+00,9.944508581900000088e-01
1.005667416599999919e+00,9.944289536899999504e-01
1.005690207400000036e+00,9.944069328400000352e-01
1.005713243900000053e+00,9.943846776300000467e-01
1.005736457600000078e+00,9.943622543500000299e-01
1.005754108000000091e+00,9.943452070299999557e-01
1.005770295100000045e+00,9.943295745500000393e-01
1.005793957100000080e+00,9.943067261000000379e-01
1.005815566399999916e+00,9.942858625899999581e-01
1.005827598099999998e+00,9.942742472700000222e-01
1.005839617399999941e+00,9.942626447800000378e-01
1.005851579900000070e+00,9.942510979699999973e-01
1.005863490599999910e+00,9.942396019700000531e-01
1.005875663899999939e+00,9.942278534099999732e-01
1.005900210899999925e+00,9.942041653900000053e-01
1.005924987900000067e+00,9.941802589499999510e-01
1.005949546699999919e+00,9.941565665799999563e-01
1.005974721200000088e+00,9.941322838399999640e-01
1.006000118900000073e+00,9.941077894299999995e-01
1.006025714800000026e+00,9.940831077899999757e-01
1.006035685799999913e+00,9.940734938799999920e-01
1.006056890099999990e+00,9.940530510399999686e-01
1.006083009799999983e+00,9.940278728100000460e-01
1.006109411199999970e+00,9.940024270799999728e-01
1.006135981599999951e+00,9.939768225499999721e-01
1.006162714700000071e+00,9.939510652299999860e-01
1.006176414400000052e+00,9.939378672899999989e-01
1.006195560000000100e+00,9.939194245600000421e-01
1.006222817400000080e+00,9.938931716100000147e-01
1.006250400100000109e+00,9.938666096499999547e-01
1.006278160799999988e+00,9.938398807199999574e-01
1.006294644400000049e+00,9.938240118600000228e-01
1.006322821499999964e+00,9.937968893099999868e-01
1.006324894300000050e+00,9.937948941899999999e-01
1.006353315599999965e+00,9.937675414600000146e-01
1.006375512199999989e+00,9.937461826400000309e-01
1.006404432599999899e+00,9.937183581099999774e-01
1.006433611600000111e+00,9.936902895500000499e-01
1.006463071400000020e+00,9.936619559699999549e-01
1.006463233999999929e+00,9.936617996100000072e-01
1.006492940800000069e+00,9.936332334099999830e-01
1.006492948300000023e+00,9.936332262300000551e-01
1.006522951900000074e+00,9.936043799199999471e-01
1.006553245899999949e+00,9.935752595700000356e-01
1.006583737799999989e+00,9.935459543400000371e-01
1.006614608100000030e+00,9.935162909300000456e-01
1.006623854599999923e+00,9.935074069799999519e-01
1.006655069600000063e+00,9.934774194900000133e-01
1.006655295600000111e+00,9.934772023700000343e-01
1.006686782799999902e+00,9.934469591500000307e-01
1.006718592799999978e+00,9.934164116600000538e-01
1.006750716900000064e+00,9.933855684300000322e-01
1.006783133199999902e+00,9.933544506799999452e-01
1.006815881899999932e+00,9.933230199200000499e-01
1.006848951500000089e+00,9.932912873800000542e-01
1.006882311900000104e+00,9.932592822400000410e-01
1.006892305600000093e+00,9.932496958099999995e-01
1.006926106399999910e+00,9.932172765700000294e-01
1.006936795299999909e+00,9.932070258699999821e-01
1.006971024200000064e+00,9.931742047499999559e-01
1.007005593599999971e+00,9.931410640600000228e-01
1.007040541100000075e+00,9.931075677699999771e-01
1.007075843099999979e+00,9.930737387300000441e-01
1.007111487600000022e+00,9.930395888599999887e-01
1.007147468499999921e+00,9.930051239199999547e-01
1.007158494000000015e+00,9.929945645100000107e-01
1.007194955999999975e+00,9.929596486399999700e-01
1.007194962600000077e+00,9.929596423000000005e-01
1.007228603900000019e+00,9.929274342899999661e-01
1.007265814099999934e+00,9.928918169999999543e-01
1.007303384999999940e+00,9.928558623900000102e-01
1.007341346400000059e+00,9.928195423200000258e-01
1.007379724500000018e+00,9.927828319100000520e-01
1.007418541400000089e+00,9.927457103200000299e-01
1.007457750599999979e+00,9.927082223500000024e-01
1.007497348200000031e+00,9.926703718299999535e-01
1.007537370399999910e+00,9.926321246100000550e-01
1.007577808700000022e+00,9.925934888999999872e-01
1.007618696300000005e+00,9.925544335000000551e-01
1.007660070700000077e+00,9.925149226999999685e-01
1.007677514100000060e+00,9.924982680099999621e-01
1.007719513500000108e+00,9.924581745499999608e-01
1.007761923899999967e+00,9.924176988799999766e-01
1.007804838600000030e+00,9.923767524100000070e-01
