2.028383158100000028e+00,6.688195832499999938e+00
2.023132916499999823e+00,6.638488187200000112e+00
2.017866926800000016e+00,6.588782598999999962e+00
2.012584985400000193e+00,6.539079108000000140e+00
2.007286884600000043e+00,6.489377755699999639e+00
2.001972412100000209e+00,6.439678584800000216e+00
1.996641350900000056e+00,6.389981639600000207e+00
1.991293479399999899e+00,6.340286965499999816e+00
1.985928570900000079e+00,6.290594609600000275e+00
1.980546393600000066e+00,6.240904620400000269e+00
1.975146710700000030e+00,6.191217048000000389e+00
1.969729279799999899e+00,6.141531944299999601e+00
1.964293852900000026e+00,6.091849362899999676e+00
1.958840176300000069e+00,6.042169359199999867e+00
1.953367990400000087e+00,5.992491990599999596e+00
1.947877029500000079e+00,5.942817316300000208e+00
1.942367021499999957e+00,5.893145397699999677e+00
1.936837687599999969e+00,5.843476298599999730e+00
1.931288742500000044e+00,5.793810084799999593e+00
1.925719893799999971e+00,5.744146824699999598e+00
1.920130841800000043e+00,5.694486589100000273e+00
1.914521279499999951e+00,5.644829451499999706e+00
1.908890891800000045e+00,5.595175488099999761e+00
1.903239356000000049e+00,5.545524778099999885e+00
1.897566340900000093e+00,5.495877403799999783e+00
1.891871506700000038e+00,5.446233450700000311e+00
1.886154504699999901e+00,5.396593007399999919e+00
1.880414977000000043e+00,5.346956166500000052e+00
1.874652556100000034e+00,5.297323024099999778e+00
1.868866864699999963e+00,5.247693680200000266e+00
1.863057514999999942e+00,5.198068238900000360e+00
1.857224108700000098e+00,5.148446808900000171e+00
1.851366236300000079e+00,5.098829503400000185e+00
1.845483476799999911e+00,5.049216440400000394e+00
1.839575397199999962e+00,4.999607742900000318e+00
1.833641552200000024e+00,4.950003539699999955e+00
1.827681483399999918e+00,4.900403964999999751e+00
1.821694718999999907e+00,4.850809159099999768e+00
1.815680773299999995e+00,4.801219268799999718e+00
1.809639145700000062e+00,4.751634447699999875e+00
1.803569320900000106e+00,4.702054856300000196e+00
1.797470767399999891e+00,4.652480662900000397e+00
1.791342937300000049e+00,4.602912043999999980e+00
1.785185265700000024e+00,4.553349184500000035e+00
1.778997169399999967e+00,4.503792278199999721e+00
1.772778046900000071e+00,4.454241528699999897e+00
1.766527276799999990e+00,4.404697149999999617e+00
1.760244217399999922e+00,4.355159366799999709e+00
1.753928205800000084e+00,4.305628415300000178e+00
1.747578556499999936e+00,4.256104544400000300e+00
1.741194560999999918e+00,4.206588015700000405e+00
1.734775485899999969e+00,4.157079105100000227e+00
1.728320572699999946e+00,4.107578103499999855e+00
1.721829035699999899e+00,4.058085317599999797e+00
1.715300061300000012e+00,4.008601071200000199e+00
1.708732806300000018e+00,3.959125706400000055e+00
1.702126396699999988e+00,3.909659584899999984e+00
1.695479925899999962e+00,3.860203089000000087e+00
1.688792453300000052e+00,3.810756623700000123e+00
1.682063002100000038e+00,3.761320617800000043e+00
1.675290558399999963e+00,3.711895525800000151e+00
1.668474068000000088e+00,3.662481830099999947e+00
1.661612435299999913e+00,3.613080042500000033e+00
1.654704520799999967e+00,3.563690707000000124e+00
1.647749138400000035e+00,3.514314401900000107e+00
1.640745053200000081e+00,3.464951742499999821e+00
1.633690979000000043e+00,3.415603384100000195e+00
1.626585575100000014e+00,3.366270025099999952e+00
1.619427443400000000e+00,3.316952410599999901e+00
1.612215125399999893e+00,3.267651336000000128e+00
1.604947098400000050e+00,3.218367651499999926e+00
1.597621772499999926e+00,3.169102266399999923e+00
1.590237486299999947e+00,3.119856154399999859e+00
1.582792502900000065e+00,3.070630359099999929e+00
1.575285006000000099e+00,3.021426000599999995e+00
1.567713095400000034e+00,2.972244282400000159e+00
1.560074782200000065e+00,2.923086499000000060e+00
1.552367984300000003e+00,2.873954045500000110e+00
1.544590521699999996e+00,2.824848427300000075e+00
1.536740111400000108e+00,2.775771272200000084e+00
1.528814362699999929e+00,2.726724343699999942e+00
1.520810773200000021e+00,2.677709557200000035e+00
1.512726724400000000e+00,2.628728998700000208e+00
1.505841211499999943e+00,2.587429962099999869e+00
1.498894761300000100e+00,2.546158403699999795e+00
1.491885601799999961e+00,2.504915940600000113e+00
1.484811901300000070e+00,2.463704333799999979e+00
1.477671771100000031e+00,2.422525509899999818e+00
1.470463269699999964e+00,2.381381587499999952e+00
1.463184410900000065e+00,2.340274911099999855e+00
1.455833174599999946e+00,2.299208093899999916e+00
1.448407523600000024e+00,2.258184072899999784e+00
1.443414750000000080e+00,2.230860158400000071e+00
1.438387407600000056e+00,2.203557843300000041e+00
1.433324917300000001e+00,2.176278344800000042e+00
1.428226720899999913e+00,2.149023011899999780e+00
1.423092291099999906e+00,2.121793348799999812e+00
1.417921142900000042e+00,2.094591044800000024e+00
1.412712848500000007e+00,2.067418009699999892e+00
1.407467055899999986e+00,2.040276419300000033e+00
1.402183512599999959e+00,2.013168771200000151e+00
1.398640116099999942e+00,1.995117299399999933e+00
1.395079886500000033e+00,1.977083161899999997e+00
1.391502865599999916e+00,1.959067438699999997e+00
1.387909140799999941e+00,1.941071335600000003e+00
1.384298853400000029e+00,1.923096203100000068e+00
1.380672208700000070e+00,1.905143559499999917e+00
1.377029487099999949e+00,1.887215118300000105e+00
1.373371057700000009e+00,1.869312819299999928e+00
1.369697394199999918e+00,1.851438866400000105e+00
1.366009093399999985e+00,1.833595772100000021e+00
1.363542459800000106e+00,1.821718949200000104e+00
1.361069908800000006e+00,1.809858064699999991e+00
1.358591738999999965e+00,1.798014164200000042e+00
1.356108291199999982e+00,1.786188396100000020e+00
