6.171772259199999944e+00,6.684279529900000183e-01,4.224811690699999817e-02,6.507250761899999701e-03
6.195353556499999748e+00,6.657857736600000242e-01,4.252398322800000213e-02,6.485735470000000141e-03
6.218918983100000020e+00,6.630076387400000160e-01,4.281972351499999802e-02,6.465011322199999862e-03
6.242464684699999822e+00,6.600694659900000483e-01,4.313901303199999676e-02,6.445179177399999737e-03
6.258148230599999806e+00,6.580063510800000515e-01,4.336731699799999812e-02,6.432519056699999987e-03
6.273818426100000067e+00,6.558457479399999457e-01,4.361012935099999738e-02,6.420368590999999889e-03
6.289472341099999753e+00,6.535720524000000475e-01,4.386985276299999736e-02,6.408796120600000062e-03
6.305105962899999916e+00,6.511650165300000292e-01,4.414961306100000094e-02,6.397891335999999693e-03
6.315514355700000415e+00,6.494732577699999787e-01,4.434926201900000337e-02,6.391050591700000311e-03
6.325908931099999855e+00,6.477000088700000102e-01,4.456126042999999926e-02,6.384606586800000219e-03
6.336286604899999730e+00,6.458320719400000298e-01,4.478765997300000051e-02,6.378619478299999736e-03
6.346643135399999913e+00,6.438522838600000409e-01,4.503113432999999999e-02,6.373168156900000172e-03
6.353532825300000297e+00,6.424592518699999699e-01,4.520465904999999840e-02,6.369882773899999961e-03
6.360408010899999631e+00,6.409976021200000096e-01,4.538872675399999862e-02,6.366923507199999908e-03
6.367265386299999719e+00,6.394560705299999759e-01,4.558510235299999963e-02,6.364343378799999784e-03
6.374100381299999896e+00,6.378199748199999686e-01,4.579609052900000116e-02,6.362212040900000302e-03
6.378641450599999985e+00,6.366672520099999621e-01,4.594635472300000190e-02,6.361085741799999728e-03
6.383167023700000442e+00,6.354562744299999677e-01,4.610566748099999973e-02,6.360236833699999676e-03
6.387673479200000060e+00,6.341773466300000273e-01,4.627555884600000058e-02,6.359712433499999790e-03
6.390664729300000069e+00,6.332808947900000485e-01,4.639565848300000045e-02,6.359572942900000234e-03
6.393643285299999590e+00,6.323439597500000176e-01,4.652208655400000281e-02,6.359628252900000403e-03
6.396606542999999867e+00,6.313606703699999878e-01,4.665577411400000096e-02,6.359907579900000128e-03
6.399551025600000109e+00,6.303236310299999978e-01,4.679789593400000142e-02,6.360448038500000380e-03
6.402471953300000074e+00,6.292233210700000079e-01,4.694996722900000169e-02,6.361297879800000346e-03
6.405362519399999677e+00,6.280471629099999564e-01,4.711399421500000323e-02,6.362521599199999836e-03
6.408212597600000393e+00,6.267780151299999769e-01,4.729271849999999722e-02,6.364208368500000150e-03
6.411006268400000430e+00,6.253916196900000113e-01,4.749003327700000027e-02,6.366486724599999987e-03
6.413716658700000295e+00,6.238520573200000419e-01,4.771172996800000093e-02,6.369551791600000165e-03
6.416293955299999574e+00,6.221033318599999973e-01,4.796689909299999693e-02,6.373719120200000039e-03
6.418633836199999720e+00,6.200543389099999469e-01,4.827050800499999711e-02,6.379535151000000244e-03
6.420486394700000155e+00,6.175658633399999653e-01,4.864610363300000268e-02,6.387962392099999671e-03
6.421273064300000222e+00,6.145769214799999824e-01,4.910746870200000114e-02,6.400080908400000018e-03
6.421252301300000020e+00,6.140913470000000096e-01,4.918349822799999993e-02,6.402257105099999623e-03
6.418219039300000262e+00,6.086958375900000107e-01,5.004924413399999827e-02,6.430394650699999826e-03
6.371595114399999815e+00,5.909120956600000252e-01,5.319998412699999957e-02,6.576980228399999934e-03
6.322576603799999972e+00,5.812450799099999621e-01,5.512902532399999861e-02,6.694167944699999651e-03
6.273167116699999823e+00,5.737559735099999614e-01,5.674274136500000176e-02,6.805025859699999694e-03
6.223592196100000251e+00,5.674157279599999493e-01,5.819780801999999836e-02,6.913688428600000407e-03
6.173925902899999762e+00,5.618120521599999639e-01,5.955682932399999907e-02,7.021853888400000042e-03
6.124201776899999672e+00,5.567305455600000119e-01,6.085232175000000049e-02,7.130439344799999885e-03
6.074437854100000145e+00,5.520428645299999548e-01,6.210376761200000345e-02,7.240025187000000313e-03
6.024644950599999937e+00,5.476649598899999694e-01,6.332396953900000514e-02,7.351021281299999904e-03
5.974830065699999970e+00,5.435382213899999648e-01,6.452191277900000410e-02,7.463742020800000383e-03
5.924997990999999686e+00,5.396198275200000394e-01,6.570422662699999805e-02,7.578444755399999649e-03
5.875152152900000146e+00,5.358773419300000285e-01,6.687600085599999800e-02,7.695351360199999616e-03
5.825295088199999860e+00,5.322854745699999723e-01,6.804127398400000581e-02,7.814661234399999934e-03
5.775428730199999805e+00,5.288240339999999984e-01,6.920334137899999960e-02,7.936559608000000321e-03
5.725554587300000442e+00,5.254765755000000427e-01,7.036495831899999831e-02,8.061223124400000023e-03
5.675673861699999989e+00,5.222294763100000514e-01,7.152847873999999828e-02,8.188823766999999559e-03
5.625787528500000079e+00,5.190712836999999968e-01,7.269595299000000677e-02,8.319531740799999270e-03
5.575896391499999716e+00,5.159922434600000551e-01,7.386919853699999705e-02,8.453517677499999480e-03
5.526001122700000323e+00,5.129839513299999654e-01,7.504985231699999593e-02,8.590954390899999474e-03
5.476102291600000171e+00,5.100390901300000390e-01,7.623941030000000452e-02,8.732018331800000047e-03
5.426200386499999695e+00,5.071512282900000335e-01,7.743925795599999884e-02,8.876890840699999327e-03
5.376295831100000200e+00,5.043146627900000345e-01,7.865069412599999532e-02,9.025759266200000797e-03
5.326388996600000425e+00,5.015242953499999823e-01,7.987495002800000521e-02,9.178817996399999540e-03
5.276480212400000092e+00,4.987755332900000171e-01,8.111320462700000178e-02,9.336269440999999877e-03
5.226569772999999586e+00,4.960642094500000154e-01,8.236659724900000090e-02,9.498324986700000180e-03
5.176657944499999608e+00,4.933865166799999979e-01,8.363623807799999699e-02,9.665205951200000339e-03
5.126744969899999838e+00,4.907389538599999934e-01,8.492321702600000299e-02,9.837144548599999552e-03
5.076831073000000139e+00,4.881182807600000229e-01,8.622861133499999664e-02,1.001438488399999938e-02
5.026916461899999966e+00,4.855214802799999729e-01,8.755349217100000248e-02,1.019718398500000026e-02
4.977001331800000372e+00,4.829457262699999864e-01,8.889893044400000444e-02,1.038581288899999983e-02
4.927085867799999797e+00,4.803883561599999741e-01,9.026600200800000140e-02,1.058055779000000030e-02
4.877170246500000417e+00,4.778468472399999833e-01,9.165579237200000007e-02,1.078172125600000003e-02
4.827254638300000344e+00,4.753187961199999978e-01,9.306940102800000114e-02,1.098962353399999918e-02
4.777339208699999951e+00,4.728019007400000029e-01,9.450794547999999407e-02,1.120460394599999930e-02
4.727424120000000229e+00,4.702939444600000019e-01,9.597256504300000213e-02,1.142702239300000082e-02
4.677509532700000250e+00,4.677927818900000090e-01,9.746442447200000248e-02,1.165726096999999961e-02
4.627595606199999878e+00,4.652963261799999972e-01,9.898471745299999847e-02,1.189572571899999952e-02
4.577682500799999943e+00,4.628025374899999989e-01,1.005346700199999943e-01,1.214284851999999915e-02
4.527770377999999596e+00,4.603094125200000164e-01,1.021155438899999934e-01,1.239908913999999973e-02
4.477859401899999980e+00,4.578149747699999939e-01,1.037286397999999943e-01,1.266493746200000013e-02
4.427949740599999906e+00,4.553172655700000182e-01,1.053753008500000060e-01,1.294091589200000066e-02
4.378041566600000323e+00,4.528143356600000113e-01,1.070569157899999985e-01,1.322758199400000077e-02
4.328135058199999996e+00,4.503042371800000110e-01,1.087749224100000023e-01,1.352553133500000032e-02
4.278230400400000022e+00,4.477850160699999860e-01,1.105308109500000024e-01,1.383540060000000051e-02
4.228327786500000407e+00,4.452547048300000143e-01,1.123261276199999936e-01,1.415787096899999951e-02
4.178427418500000101e+00,4.427113153900000264e-01,1.141624780500000019e-01,1.449367180299999947e-02
4.128529508899999811e+00,4.401528322700000162e-01,1.160415309900000025e-01,1.484358465399999993e-02
4.078634281600000300e+00,4.375772058499999839e-01,1.179650219900000019e-01,1.520844763900000042e-02
4.028741973599999859e+00,4.349823457399999982e-01,1.199347571600000023e-01,1.558916019100000001e-02
3.978852836000000170e+00,4.323661142199999863e-01,1.219526170999999937e-01,1.598668824999999877e-02
3.928967136199999821e+00,4.297263197699999759e-01,1.240205607899999979e-01,1.640206989100000123e-02
3.879085158700000147e+00,4.270607106700000100e-01,1.261406296700000040e-01,1.683642145299999934e-02
3.829207207800000123e+00,4.243669685800000035e-01,1.283149517599999900e-01,1.729094419199999830e-02
3.779333608900000030e+00,4.216427023400000085e-01,1.305457457699999990e-01,1.776693148800000122e-02
3.729464710799999860e+00,4.188854417399999752e-01,1.328353253800000078e-01,1.826577664499999878e-02
3.679600888199999975e+00,4.160926315599999814e-01,1.351861034500000114e-01,1.878898129499999986e-02
3.629742543599999927e+00,4.132616257699999740e-01,1.376005962699999863e-01,1.933816444500000009e-02
3.579890110400000047e+00,4.103896821899999936e-01,1.400814278299999938e-01,1.991507214099999881e-02
3.530044055699999905e+00,4.074739574799999819e-01,1.426313339899999977e-01,2.052158776300000084e-02
3.480204883199999877e+00,4.045115029099999870e-01,1.452531666100000118e-01,2.115974287900000000e-02
3.430373136600000095e+00,4.014992609399999912e-01,1.479498976599999960e-01,2.183172860599999834e-02
3.380549402799999825e+00,3.984340630500000091e-01,1.507246231499999867e-01,2.253990732000000011e-02
3.330734316300000053e+00,3.953126290799999776e-01,1.535805670500000053e-01,2.328682453299999941e-02
3.280928562200000176e+00,3.921315685999999801e-01,1.565210851100000133e-01,2.407522061299999933e-02
3.231132881000000179e+00,3.888873849000000216e-01,1.595496688199999902e-01,2.490804193299999900e-02
3.181348072600000076e+00,3.855764823500000271e-01,1.626699494699999915e-01,2.578845083399999849e-02
3.131575000199999792e+00,3.821951779900000234e-01,1.658857027500000025e-01,2.671983355100000096e-02
3.081814594899999982e+00,3.787397184799999872e-01,1.692008542400000037e-01,2.770580495900000148e-02
3.032067859800000154e+00,3.752063038099999748e-01,1.726194864900000014e-01,2.875020855899999839e-02
2.982335873299999829e+00,3.715911194000000028e-01,1.761458487099999970e-01,2.985710957900000045e-02
2.932619792600000164e+00,3.678903785500000079e-01,1.797843704700000100e-01,3.103077837000000130e-02
2.882920856000000143e+00,3.641003776899999766e-01,1.835396819000000013e-01,3.227566029299999695e-02
2.833240384099999787e+00,3.602175670100000171e-01,1.874166432200000121e-01,3.359632710100000225e-02
2.783579779500000129e+00,3.562386398099999796e-01,1.914203886299999935e-01,3.499740323299999761e-02
2.733940525099999963e+00,3.521606437600000028e-01,1.955563907900000065e-01,3.648345841000000256e-02
2.684324179999999949e+00,3.479811177600000138e-01,1.998305555200000083e-01,3.805885539099999881e-02
2.634732373499999891e+00,3.436982576400000045e-01,2.042493595500000092e-01,3.972753864200000151e-02
2.585166797699999908e+00,3.393111130800000041e-01,2.088200497599999872e-01,4.149274585900000062e-02
2.535629200799999872e+00,3.348198162000000089e-01,2.135509287900000108e-01,4.335662006499999693e-02
2.486121382799999946e+00,3.302258384000000269e-01,2.184517613699999972e-01,4.531969535799999782e-02
2.436645202499999829e+00,3.255322656299999839e-01,2.235343469299999886e-01,4.738022523299999927e-02
2.387202606199999799e+00,3.207440711299999747e-01,2.288133186100000105e-01,4.953331989899999871e-02
2.337795698899999941e+00,3.158683480200000226e-01,2.343072449199999907e-01,5.176986062700000141e-02
2.288426894100000109e+00,3.109144381400000268e-01,2.400401268400000065e-01,5.407516897800000027e-02
2.239099195100000106e+00,3.058938569799999896e-01,2.460433955399999872e-01,5.642743333099999731e-02
2.189816697799999989e+00,3.008198656800000204e-01,2.523585147099999815e-01,5.879594382000000174e-02
2.140585438800000073e+00,2.957064816800000218e-01,2.590402625100000078e-01,6.113927165099999894e-02
2.091414768299999949e+00,2.905666614899999889e-01,2.661606873999999845e-01,6.340366103000000253e-02
2.042319469500000206e+00,2.854093565799999954e-01,2.738135709200000267e-01,6.552208366099999959e-02
1.993322865599999938e+00,2.802351853200000242e-01,2.821189665300000149e-01,6.741461225700000337e-02
1.944461103899999932e+00,2.750306489300000101e-01,2.912270278499999865e-01,6.899092385400000527e-02
1.895788636800000093e+00,2.697612123600000023e-01,3.013199853199999834e-01,7.015569761999999876e-02
1.847384628799999984e+00,2.643641675200000263e-01,3.126109900199999792e-01,7.081723148999999329e-02
1.799359694400000098e+00,2.587428284400000167e-01,3.253389159899999772e-01,7.089864988999999840e-02
1.751862279400000055e+00,2.527639026699999847e-01,3.397592923900000228e-01,7.034978330999999696e-02
1.705084434199999999e+00,2.462594206800000074e-01,3.561331167499999784e-01,6.915676428599999703e-02
1.659267866800000046e+00,2.390332761500000014e-01,3.747166582700000026e-01,6.734638705699999561e-02
1.614712831699999906e+00,2.308707192299999933e-01,3.957556587800000192e-01,6.498366107500000433e-02
1.571794488499999920e+00,2.215478962599999879e-01,4.194863594200000101e-01,6.216317655200000181e-02
1.530994495899999919e+00,2.108383085599999929e-01,4.461441814400000094e-01,5.899673393700000101e-02
1.492962488599999915e+00,1.985138320500000053e-01,4.759793763299999814e-01,5.560036140499999974e-02
1.458639584099999942e+00,1.843399145000000072e-01,5.092760845099999489e-01,5.208354287099999785e-02
1.429520855900000109e+00,1.680720788800000032e-01,5.463560774800000353e-01,4.854351243499999830e-02
1.408233120800000071e+00,1.495004907399999916e-01,5.874641485199999513e-01,4.507141766600000071e-02
1.399600550499999985e+00,1.287872737799999889e-01,6.320254545700000337e-01,4.179546340100000201e-02
1.406173815000000049e+00,1.120277310999999998e-01,6.671788804099999526e-01,3.952593624299999969e-02
1.432669562999999924e+00,9.342272018300000480e-02,7.052190970099999623e-01,3.734159947300000337e-02
1.471942544000000019e+00,7.951844203999999805e-02,7.328281657299999807e-01,3.591197146200000162e-02
1.516812198400000034e+00,6.936309137200000197e-02,7.523907925299999633e-01,3.497011149999999791e-02
1.564099309299999963e+00,6.169305820599999685e-02,7.666971621599999454e-01,3.431587953500000315e-02
1.612538862999999933e+00,5.568112847599999971e-02,7.775248835400000447e-01,3.383912659200000173e-02
1.661583662299999986e+00,5.082298055799999714e-02,7.859437241400000218e-01,3.347901143100000254e-02
1.710971635299999960e+00,4.680171045699999671e-02,7.926205556500000027e-01,3.319985681599999655e-02
