3.542990304799999851e-02,2.839335321500000120e+01
3.543481619399999755e-02,2.839047843899999890e+01
3.543976605799999818e-02,2.838758517899999845e+01
3.544475255800000335e-02,2.838467354300000167e+01
3.544977618000000330e-02,2.838174330300000037e+01
3.545483749799999834e-02,2.837879418500000028e+01
3.545993695400000145e-02,2.837582599299999941e+01
3.546507472100000197e-02,2.837283868600000147e+01
3.547025148300000236e-02,2.836983193000000014e+01
3.547546744900000049e-02,2.836680566600000120e+01
3.548072324899999991e-02,2.836375959300000105e+01
3.548601929499999724e-02,2.836069353799999959e+01
3.549135589800000296e-02,2.835760738700000161e+01
3.549673370700000274e-02,2.835450083199999938e+01
3.550215323699999759e-02,2.835137364499999890e+01
3.550761476900000241e-02,2.834822573199999951e+01
3.551311871300000256e-02,2.834505692700000168e+01
3.551866570900000242e-02,2.834186693399999868e+01
3.552425625399999870e-02,2.833865554100000139e+01
3.552989096499999805e-02,2.833542246500000061e+01
3.553557017299999871e-02,2.833216759300000120e+01
3.554129458099999916e-02,2.832889059900000106e+01
3.554706434700000139e-02,2.832559146899999902e+01
3.555288048000000006e-02,2.832226970500000007e+01
3.555874313699999845e-02,2.831892529799999991e+01
3.556465311999999768e-02,2.831555787199999941e+01
3.557061073099999915e-02,2.831216733700000177e+01
3.557661691300000040e-02,2.830875324000000148e+01
3.558267191299999826e-02,2.830531552800000128e+01
3.558877658100000063e-02,2.830185380400000028e+01
3.559493134899999883e-02,2.829836791099999971e+01
3.560113674499999770e-02,2.829485764000000003e+01
3.560739377199999972e-02,2.829132251600000103e+01
3.561370248299999819e-02,2.828776260100000073e+01
3.562006395000000269e-02,2.828417738399999948e+01
3.562647870099999725e-02,2.828056666399999841e+01
3.563294737400000273e-02,2.827693017900000072e+01
3.563947056800000068e-02,2.827326769200000101e+01
3.564604912000000209e-02,2.826957883400000071e+01
3.565268369400000081e-02,2.826586333399999873e+01
3.565937489800000137e-02,2.826212095700000049e+01
3.566612343299999793e-02,2.825835141700000008e+01
3.567293013199999974e-02,2.825455435599999987e+01
3.567979567699999799e-02,2.825072950499999891e+01
3.568672082399999834e-02,2.824687655199999980e+01
3.569370623700000161e-02,2.824299524299999931e+01
3.570075286800000053e-02,2.823908516399999868e+01
3.570786149599999848e-02,2.823514600100000038e+01
3.571503272999999867e-02,2.823117753600000057e+01
3.572226756699999756e-02,2.822717933899999920e+01
3.572956681699999970e-02,2.822315108600000144e+01
3.573693121100000175e-02,2.821909249999999858e+01
